?,"{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Honduras,"{Honduras}","{Honduras}","{Honduras, El-Salvador}","{Honduras, El-Salvador}","{Honduras, El-Salvador}","{Honduras, El-Salvador}","{Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Scotland,"{Scotland}","{Scotland}","{Scotland}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Outlying-US(Guam-USVI-etc),"{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, South, Columbia, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, South, Columbia, Outlying-US(Guam-USVI-etc)}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Laos,"{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Canada,"{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{United-States, Canada}","{United-States, Canada}","{United-States, Canada}","{United-States, Canada}","{United-States, Iran, Canada, Mexico}","{United-States, Iran, Canada, Mexico}","{United-States, Iran, Canada, Mexico}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
England,"{England}","{England}","{England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Ecuador,"{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
France,"{France}","{France}","{France}","{France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France, Italy}","{Germany, Italy, France, Portugal}","{Germany, Italy, France, Portugal}","{Germany, Italy, France, Portugal}","{Germany, Italy, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
El-Salvador,"{El-Salvador}","{El-Salvador}","{Honduras, El-Salvador}","{Honduras, El-Salvador}","{Honduras, El-Salvador}","{Honduras, El-Salvador}","{Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, Honduras, Nicaragua, El-Salvador}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Trinadad&Tobago,"{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, South, Columbia, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, South, Columbia, Outlying-US(Guam-USVI-etc)}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Hungary,"{Hungary}","{Hungary}","{Hungary}","{Hungary}","{Hungary}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Cuba,"{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Cuba}","{Puerto-Rico, Dominican-Republic, Cuba}","{Puerto-Rico, Dominican-Republic, Cuba}","{Puerto-Rico, Dominican-Republic, Cuba}","{Puerto-Rico, Dominican-Republic, Cuba}","{Puerto-Rico, Dominican-Republic, Cuba}","{Puerto-Rico, Dominican-Republic, Cuba}","{Puerto-Rico, Dominican-Republic, Cuba}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Holand-Netherlands,"{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Holand-Netherlands}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
