?,"{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Germany,"{Germany}","{Germany}","{Germany, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, Poland, France, Italy}","{Germany, Poland, France, Italy}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
United-States,"{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{Trinadad&Tobago, United-States, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, United-States, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, United-States, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, United-States, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Honduras,"{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Honduras}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Guatemala, Honduras, Nicaragua}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}",*
Scotland,"{Scotland}","{Scotland}","{Scotland}","{Scotland}","{Scotland, England}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Outlying-US(Guam-USVI-etc),"{Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, United-States, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, United-States, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, United-States, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, United-States, Holand-Netherlands, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), United-States, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Laos,"{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Laos}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}",*
Canada,"{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{Canada}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
England,"{England}","{England}","{England}","{England}","{Scotland, England}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Ecuador,"{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador}","{Ecuador, Puerto-Rico}","{Ecuador, Puerto-Rico}","{Ecuador, Puerto-Rico}","{Ecuador, Puerto-Rico}","{Ecuador, Puerto-Rico, Iran}","{Ecuador, Puerto-Rico, Iran}","{Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Hong, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
France,"{France}","{France}","{France}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, Poland, France, Italy}","{Germany, Poland, France, Italy}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
